"","X","ord_in_thread","author","published","crawled","site_url","country","domain_rank","spam_score","replies_count","participants_count","likes","comments","shares","type"
"11383",11891,0,"GPD","10/29/2016 17:11","10/29/2016 17:11","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11384",11892,0,"Gordon Duff, Senior Editor","10/29/2016 17:11","10/29/2016 17:11","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11385",11893,0,"Katherine Frisk","10/29/2016 20:38","10/29/2016 20:38","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11386",11894,0,"Stuart Littlewood","10/29/2016 22:46","10/29/2016 22:46","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11387",11895,0,"Kevin Barrett","10/30/2016 1:42","10/30/2016 1:42","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11388",11896,0,"Jack Heart","10/30/2016 1:42","10/30/2016 1:42","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11389",11897,0,"GPD","10/30/2016 8:08","10/30/2016 8:08","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11390",11898,0,"Jonas E. Alexis","10/30/2016 15:20","10/30/2016 15:20","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11391",11899,0,"Kadir A. Mohmand","10/30/2016 15:20","10/30/2016 15:20","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11392",11900,0,"Gordon Duff, Senior Editor","10/30/2016 22:35","10/30/2016 22:35","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11393",11901,0,"Gilad Atzmon","10/30/2016 22:35","10/30/2016 22:35","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11394",11902,0,"Ian Greenhalgh","10/31/2016 1:36","10/31/2016 1:36","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11395",11903,0,"Jack Heart","10/31/2016 3:10","10/31/2016 3:10","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11396",11904,0,"Michael Shrimpton","10/31/2016 4:34","10/31/2016 4:34","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11397",11905,0,"David Swanson","10/31/2016 13:22","10/31/2016 13:22","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11398",11906,0,"Brig Asif H. Raja","10/31/2016 14:01","10/31/2016 14:01","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11399",11907,0,"David Swanson","10/31/2016 16:16","10/31/2016 16:16","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11400",11908,0,"Jonas E. Alexis","10/31/2016 16:58","10/31/2016 16:58","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11401",11909,0,"GPD","10/31/2016 17:51","10/31/2016 17:51","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11402",11910,0,"South Front","10/31/2016 20:02","10/31/2016 20:02","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11403",11911,0,"Gordon Duff, Senior Editor","10/31/2016 23:04","10/31/2016 23:04","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11404",11912,0,"GPD","11/1/2016 17:07","11/1/2016 17:07","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11405",11913,0,"GPD","11/1/2016 17:07","11/1/2016 17:07","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11406",11914,0,"Gordon Duff, Senior Editor","11/1/2016 17:07","11/1/2016 17:07","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11407",11915,0,"Jonas E. Alexis","11/1/2016 17:07","11/1/2016 17:07","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11408",11916,0,"Ian Greenhalgh","11/1/2016 17:07","11/1/2016 17:07","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11409",11917,0,"South Front","11/1/2016 19:19","11/1/2016 19:19","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11410",11918,0,"Brig Asif H. Raja","11/1/2016 23:33","11/1/2016 23:33","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11411",11919,0,"Gordon Duff, Senior Editor","11/1/2016 23:33","11/1/2016 23:33","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11412",11920,0,"GPD","11/2/2016 3:09","11/2/2016 3:09","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11413",11921,0,"Ian Greenhalgh","11/2/2016 10:56","11/2/2016 10:56","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11414",11922,0,"Muhammed Ali Carter","11/2/2016 12:36","11/2/2016 12:36","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11415",11923,0,"Gilad Atzmon","11/2/2016 12:45","11/2/2016 12:45","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11416",11924,0,"Gordon Duff, Senior Editor","11/2/2016 14:45","11/2/2016 14:45","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11417",11925,0,"Allen L Roland, PhD","11/2/2016 22:54","11/2/2016 22:54","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11418",11926,0,"South Front","11/2/2016 20:17","11/2/2016 22:54","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11419",11927,0,"South Front","11/3/2016 9:03","11/3/2016 9:03","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11420",11928,0,"GPD","11/3/2016 9:03","11/3/2016 9:03","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11421",11929,0,"Ian Greenhalgh","11/3/2016 12:46","11/3/2016 12:46","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11422",11930,0,"Gordon Duff, Senior Editor","11/3/2016 9:50","11/3/2016 12:46","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11423",11931,0,"Gordon Duff, Senior Editor","11/2/2016 20:35","11/3/2016 12:46","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11424",11932,0,"Ian Greenhalgh","11/3/2016 15:37","11/3/2016 15:37","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11425",11933,0,"Jonas E. Alexis","11/3/2016 18:17","11/3/2016 18:17","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11426",11934,0,"South Front","11/3/2016 18:17","11/3/2016 18:17","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11427",11935,0,"GPD","11/3/2016 18:17","11/3/2016 18:17","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11428",11936,0,"GPD","11/3/2016 1:08","11/3/2016 18:17","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11429",11937,0,"Kevin Barrett","11/3/2016 19:44","11/3/2016 21:46","veteranstoday.com","US",34478,0.176,0,0,0,0,0,"bs"
"11430",11938,0,"Brig Asif H. Raja","11/3/2016 22:33","11/3/2016 22:33","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11431",11939,0,"Gordon Duff, Senior Editor","11/4/2016 0:46","11/4/2016 1:44","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11432",11940,0,"Sami Jamil Jadallah","11/3/2016 23:35","11/4/2016 1:44","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11433",11941,0,"Ian Greenhalgh","11/4/2016 10:11","11/4/2016 10:11","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11434",11942,0,"Ian Greenhalgh","11/4/2016 10:11","11/4/2016 10:11","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11435",11943,0,"Ian Greenhalgh","11/4/2016 12:14","11/4/2016 12:14","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11436",11944,0,"Press TV","11/4/2016 15:02","11/4/2016 15:02","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11437",11945,0,"GPD","11/4/2016 15:02","11/4/2016 15:02","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11438",11946,0,"GPD","11/4/2016 15:02","11/4/2016 15:02","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11439",11947,0,"GPD","11/4/2016 15:02","11/4/2016 15:02","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11440",11948,0,"Gordon Duff, Senior Editor","11/4/2016 15:02","11/4/2016 15:02","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11441",11949,0,"Jonas E. Alexis","11/4/2016 15:22","11/4/2016 15:22","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11442",11950,0,"Press TV","11/4/2016 19:54","11/4/2016 20:49","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11443",11951,0,"GPD","11/5/2016 4:47","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11444",11952,0,"Gordon Duff, Senior Editor","11/5/2016 4:47","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11445",11953,0,"Gordon Duff, Senior Editor","11/5/2016 4:47","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11446",11954,0,"Press TV","11/5/2016 4:47","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11447",11955,0,"Press TV","11/5/2016 4:47","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11448",11956,0,"South Front","11/4/2016 22:40","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11449",11957,0,"GPD","11/4/2016 20:15","11/5/2016 4:47","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11450",11958,0,"South Front","11/5/2016 8:22","11/5/2016 8:22","veteranstoday.com","US",34478,0,0,1,0,0,0,"bs"
"11451",11959,0,"VC","11/4/2016 21:43","11/9/2016 15:56","vigilantcitizen.com","US",62087,0,0,1,0,0,0,"bs"
"11452",11960,0,"VC","11/3/2016 20:19","11/9/2016 15:56","vigilantcitizen.com","US",62087,0,0,1,0,0,0,"bs"
"11453",11961,0,"Unspecified","10/27/2016 17:08","10/27/2016 18:44","viralliberty.com","CA",0,0.014,0,0,0,0,0,"bs"
"11454",11962,0,"Unspecified","11/1/2016 19:57","11/1/2016 19:57","viralliberty.com","CA",0,0,0,0,0,0,0,"bs"
"11455",11963,0,"Unspecified","11/10/2016 2:43","11/10/2016 2:48","viralliberty.com","CA",0,0.035,0,0,0,0,0,"bs"
"11456",11977,0,"Thierry Meyssan","10/26/2016 0:00","10/26/2016 21:11","voltairenet.org","US",48413,0.078,0,1,0,0,0,"bs"
"11457",11988,0,"voltairenet.org","10/27/2016 0:00","10/27/2016 19:51","voltairenet.org","US",48413,0.08,0,1,0,0,0,"bs"
"11458",11990,0,"Manlio Dinucci","10/27/2016 0:00","10/27/2016 19:52","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11459",11991,0,"Current Concerns (Switzerland)","10/27/2016 0:00","10/27/2016 19:52","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11460",11994,0,"voltairenet.org","10/27/2016 0:00","10/27/2016 19:54","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11461",11998,0,"Pete Kimberley","10/27/2016 0:00","10/27/2016 19:59","voltairenet.org","US",48413,0.011,0,1,0,0,0,"bs"
"11462",11999,0,"Pete Kimberley","10/27/2016 0:00","10/27/2016 20:00","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11463",12002,0,"Vladimir Putin","10/27/2016 0:00","10/28/2016 18:16","voltairenet.org","US",48413,0.035,0,1,0,0,0,"bs"
"11464",12005,0,"voltairenet.org","10/26/2016 0:00","10/28/2016 18:17","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11465",12006,0,"Manlio Dinucci","10/28/2016 0:00","10/28/2016 18:18","voltairenet.org","US",48413,0.015,0,1,0,0,0,"bs"
"11466",12023,0,"Thierry Meyssan","11/1/2016 0:00","11/1/2016 21:34","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11467",12038,0,"Bashar al-Assad","11/2/2016 0:00","11/2/2016 17:45","voltairenet.org","US",48413,0.064,0,1,0,0,0,"bs"
"11468",12040,0,"Manlio Dinucci","11/2/2016 0:00","11/2/2016 17:50","voltairenet.org","US",48413,0,0,1,0,0,0,"bs"
"11469",12065,0,"WakingTimes","10/27/2016 5:53","10/27/2016 6:45","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11470",12066,0,"WakingTimes","10/26/2016 1:22","10/27/2016 6:45","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11471",12067,0,"WakingTimes","10/27/2016 21:08","10/27/2016 22:32","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11472",12068,0,"WakingTimes","10/28/2016 3:42","10/28/2016 3:42","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11473",12069,0,"WakingTimes","10/28/2016 3:42","10/28/2016 3:42","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11474",12070,0,"WakingTimes","10/29/2016 0:18","10/29/2016 4:27","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11475",12071,0,"WakingTimes","10/28/2016 21:03","10/29/2016 4:27","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11476",12072,0,"WakingTimes","10/28/2016 20:52","10/29/2016 4:27","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11477",12073,0,"WakingTimes","10/31/2016 22:54","11/1/2016 10:15","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11478",12074,0,"WakingTimes","11/2/2016 2:56","11/2/2016 2:56","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11479",12075,0,"WakingTimes","11/2/2016 2:56","11/2/2016 2:56","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11480",12076,0,"WakingTimes","11/1/2016 23:59","11/2/2016 2:56","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11481",12077,0,"WakingTimes","11/2/2016 19:57","11/3/2016 2:21","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11482",12078,0,"WakingTimes","11/4/2016 1:19","11/4/2016 8:46","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11483",12079,0,"WakingTimes","11/3/2016 22:13","11/4/2016 8:46","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11484",12080,0,"WakingTimes","11/3/2016 19:49","11/4/2016 8:46","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11485",12081,0,"WakingTimes","11/5/2016 5:56","11/5/2016 5:56","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11486",12082,0,"WakingTimes","11/7/2016 15:58","11/7/2016 15:58","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11487",12083,0,"WakingTimes","11/7/2016 22:54","11/8/2016 10:42","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11488",12084,0,"WakingTimes","11/9/2016 12:32","11/9/2016 12:32","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11489",12085,0,"WakingTimes","11/9/2016 11:57","11/9/2016 12:32","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11490",12086,0,"WakingTimes","11/9/2016 19:36","11/9/2016 19:36","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11491",12087,0,"WakingTimes","11/11/2016 9:57","11/11/2016 14:51","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11492",12088,0,"WakingTimes","11/11/2016 19:45","11/11/2016 19:45","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11493",12089,0,"WakingTimes","11/12/2016 10:27","11/12/2016 14:58","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11494",12090,0,"WakingTimes","11/14/2016 23:28","11/15/2016 3:52","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11495",12091,0,"WakingTimes","11/14/2016 3:33","11/15/2016 3:52","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11496",12092,0,"WakingTimes","11/15/2016 23:20","11/15/2016 23:20","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11497",12093,0,"WakingTimes","11/16/2016 16:43","11/16/2016 16:43","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11498",12094,0,"Waking Times","11/18/2016 0:07","11/18/2016 5:42","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11499",12095,0,"WakingTimes","11/17/2016 1:16","11/18/2016 5:42","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11500",12096,0,"WakingTimes","11/19/2016 0:12","11/19/2016 2:36","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11501",12097,0,"WakingTimes","11/18/2016 21:12","11/19/2016 2:36","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11502",12098,0,"Waking Times","11/19/2016 21:54","11/19/2016 21:54","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11503",12099,0,"Waking Times","11/19/2016 22:46","11/19/2016 22:46","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11504",12100,0,"WakingTimes","11/21/2016 17:21","11/21/2016 17:21","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11505",12101,0,"WakingTimes","11/22/2016 2:42","11/22/2016 5:07","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11506",12102,0,"WakingTimes","11/22/2016 8:52","11/22/2016 18:26","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11507",12103,0,"WakingTimes","11/24/2016 8:22","11/24/2016 22:57","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11508",12104,0,"WakingTimes","11/24/2016 1:38","11/24/2016 22:57","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11509",12105,0,"WakingTimes","11/25/2016 20:17","11/25/2016 20:17","wakingtimes.com","US",48717,0,0,1,0,0,0,"bs"
"11510",12106,0,"WashingtonsBlog","10/27/2016 23:18","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11511",12107,0,"DavidSwanson","10/27/2016 23:18","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11512",12108,0,"WashingtonsBlog","10/27/2016 23:18","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11513",12109,0,"Charles Hugh Smith","10/27/2016 22:24","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11514",12110,0,"Carl Herman","10/27/2016 18:47","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11515",12111,0,"WashingtonsBlog","10/27/2016 8:55","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11516",12112,0,"DavidSwanson","10/27/2016 7:21","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11517",12113,0,"Brandon Turbeville","10/27/2016 1:13","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11518",12114,0,"WashingtonsBlog","10/27/2016 0:45","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11519",12115,0,"Eric Zuesse.","10/27/2016 0:10","10/27/2016 23:18","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11520",12116,0,"WashingtonsBlog","10/28/2016 0:21","10/28/2016 0:21","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11521",12117,0,"Brandon Turbeville","10/28/2016 2:53","10/28/2016 2:53","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11522",12118,0,"Eric Zuesse.","10/28/2016 2:53","10/28/2016 2:53","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11523",12119,0,"Eric Zuesse.","10/29/2016 0:28","10/29/2016 0:28","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11524",12120,0,"Eric Zuesse.","10/29/2016 0:29","10/29/2016 0:29","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11525",12121,0,"DavidSwanson","10/28/2016 9:04","10/29/2016 0:30","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11526",12122,0,"Charles Hugh Smith","10/29/2016 8:05","10/29/2016 9:14","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11527",12123,0,"Kevin Ryan","10/29/2016 14:02","10/29/2016 14:02","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11528",12124,0,"WashingtonsBlog","10/29/2016 18:51","10/29/2016 18:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11529",12125,0,"Brandon Turbeville","10/30/2016 2:20","10/30/2016 4:58","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11530",12126,0,"WashingtonsBlog","10/30/2016 5:31","10/30/2016 5:31","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11531",12127,0,"WashingtonsBlog","10/30/2016 23:35","10/30/2016 23:35","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11532",12128,0,"WashingtonsBlog","10/30/2016 23:35","10/30/2016 23:35","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11533",12129,0,"Carl Herman","10/30/2016 23:35","10/30/2016 23:35","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11534",12130,0,"Robert Barsocchini","10/30/2016 22:57","10/30/2016 23:35","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11535",12131,0,"WashingtonsBlog","10/30/2016 22:29","10/30/2016 23:35","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11536",12132,0,"Eric Zuesse.","10/31/2016 3:40","10/31/2016 3:40","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11537",12133,0,"DavidSwanson","10/31/2016 3:40","10/31/2016 3:40","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11538",12134,0,"WashingtonsBlog","10/31/2016 3:40","10/31/2016 3:40","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11539",12135,0,"WashingtonsBlog","10/31/2016 3:40","10/31/2016 3:40","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11540",12136,0,"Charles Hugh Smith","10/31/2016 3:53","10/31/2016 3:53","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11541",12137,0,"WashingtonsBlog","10/31/2016 22:47","10/31/2016 23:17","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11542",12138,0,"Michael Collins","10/31/2016 15:27","10/31/2016 23:17","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11543",12139,0,"DavidSwanson","10/31/2016 15:18","10/31/2016 23:17","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11544",12140,0,"Carl_Herman","11/1/2016 2:28","11/1/2016 2:28","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11545",12141,0,"DavidSwanson","11/1/2016 17:49","11/1/2016 17:49","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11546",12142,0,"WashingtonsBlog","11/1/2016 17:49","11/1/2016 17:49","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11547",12143,0,"Carl Herman","11/1/2016 17:49","11/1/2016 17:49","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11548",12144,0,"Charles Hugh Smith","11/1/2016 18:14","11/1/2016 18:14","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11549",12145,0,"Eric Zuesse.","11/2/2016 7:28","11/2/2016 7:28","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11550",12146,0,"WashingtonsBlog","11/2/2016 7:16","11/2/2016 7:28","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11551",12147,0,"DavidSwanson","11/2/2016 15:47","11/2/2016 15:47","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11552",12148,0,"Charles Hugh Smith","11/2/2016 22:06","11/3/2016 0:19","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11553",12149,0,"WashingtonsBlog","11/3/2016 9:40","11/3/2016 9:50","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11554",12150,0,"WashingtonsBlog","11/3/2016 9:31","11/3/2016 9:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11555",12151,0,"Carl Herman","11/3/2016 7:27","11/3/2016 9:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11556",12152,0,"Carl Herman","11/3/2016 7:16","11/3/2016 9:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11557",12153,0,"WashingtonsBlog","11/3/2016 4:36","11/3/2016 9:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11558",12154,0,"DavidSwanson","11/2/2016 23:23","11/3/2016 9:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11559",12155,0,"Eric Zuesse.","11/2/2016 22:47","11/3/2016 9:51","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11560",12156,0,"Mike Rivero","11/4/2016 1:22","11/4/2016 1:22","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11561",12157,0,"Eric Zuesse.","11/4/2016 3:37","11/4/2016 3:37","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11562",12158,0,"Charles Hugh Smith","11/3/2016 22:13","11/4/2016 3:37","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11563",12159,0,"Michael Collins","11/4/2016 7:59","11/4/2016 7:59","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11564",12160,0,"JimQ","11/4/2016 12:11","11/4/2016 12:11","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11565",12161,0,"DavidSwanson","11/4/2016 22:45","11/4/2016 22:45","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11566",12162,0,"WashingtonsBlog","11/4/2016 21:02","11/4/2016 22:45","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11567",12163,0,"Eric Zuesse.","11/5/2016 5:58","11/5/2016 5:58","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11568",12164,0,"Eric Zuesse.","11/5/2016 5:58","11/5/2016 5:58","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11569",12165,0,"Charles Hugh Smith","11/4/2016 22:09","11/5/2016 5:58","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11570",12166,0,"DavidSwanson","11/4/2016 19:58","11/5/2016 5:58","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11571",12167,0,"Eric Zuesse.","11/5/2016 6:07","11/5/2016 6:07","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11572",12168,0,"Carl Herman","11/5/2016 15:01","11/5/2016 15:01","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11573",12169,0,"JimQ","11/5/2016 15:02","11/5/2016 15:02","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11574",12170,0,"WashingtonsBlog","11/6/2016 0:34","11/6/2016 0:34","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
"11575",12171,0,"Eric Zuesse.","11/6/2016 0:34","11/6/2016 0:34","washingtonsblog.com","US",64783,0,0,1,0,0,0,"bs"
